Dates,Day,Month,Year
28/03/1928,28,3,1928
29/03/1928,29,3,1928
30/03/1928,30,3,1928
31/03/1928,31,3,1928
01/04/1928,1,4,1928
02/04/1928,2,4,1928
03/04/1928,3,4,1928
04/04/1928,4,4,1928
05/04/1928,5,4,1928
06/04/1928,6,4,1928
07/04/1928,7,4,1928
08/04/1928,8,4,1928
09/04/1928,9,4,1928
10/04/1928,10,4,1928
11/04/1928,11,4,1928
12/04/1928,12,4,1928
13/04/1928,13,4,1928
14/04/1928,14,4,1928
15/04/1928,15,4,1928
16/04/1928,16,4,1928
17/04/1928,17,4,1928
18/04/1928,18,4,1928
19/04/1928,19,4,1928
20/04/1928,20,4,1928
21/04/1928,21,4,1928
22/04/1928,22,4,1928
23/04/1928,23,4,1928
24/04/1928,24,4,1928
25/04/1928,25,4,1928
26/04/1928,26,4,1928
27/04/1928,27,4,1928
28/04/1928,28,4,1928
29/04/1928,29,4,1928
30/04/1928,30,4,1928
01/05/1928,1,5,1928
02/05/1928,2,5,1928
03/05/1928,3,5,1928
04/05/1928,4,5,1928
05/05/1928,5,5,1928
06/05/1928,6,5,1928
07/05/1928,7,5,1928
08/05/1928,8,5,1928
09/05/1928,9,5,1928
10/05/1928,10,5,1928
11/05/1928,11,5,1928
12/05/1928,12,5,1928
13/05/1928,13,5,1928
14/05/1928,14,5,1928
15/05/1928,15,5,1928
16/05/1928,16,5,1928
17/05/1928,17,5,1928
18/05/1928,18,5,1928
19/05/1928,19,5,1928
20/05/1928,20,5,1928
21/05/1928,21,5,1928
22/05/1928,22,5,1928
23/05/1928,23,5,1928
24/05/1928,24,5,1928
25/05/1928,25,5,1928
26/05/1928,26,5,1928
27/05/1928,27,5,1928
28/05/1928,28,5,1928
29/05/1928,29,5,1928
30/05/1928,30,5,1928
31/05/1928,31,5,1928
01/06/1928,1,6,1928
02/06/1928,2,6,1928
03/06/1928,3,6,1928
04/06/1928,4,6,1928
05/06/1928,5,6,1928
06/06/1928,6,6,1928
07/06/1928,7,6,1928
08/06/1928,8,6,1928
09/06/1928,9,6,1928
10/06/1928,10,6,1928
11/06/1928,11,6,1928
12/06/1928,12,6,1928
13/06/1928,13,6,1928
14/06/1928,14,6,1928
15/06/1928,15,6,1928
16/06/1928,16,6,1928
17/06/1928,17,6,1928
18/06/1928,18,6,1928
19/06/1928,19,6,1928
20/06/1928,20,6,1928
21/06/1928,21,6,1928
22/06/1928,22,6,1928
23/06/1928,23,6,1928
24/06/1928,24,6,1928
25/06/1928,25,6,1928
26/06/1928,26,6,1928
27/06/1928,27,6,1928
28/06/1928,28,6,1928
29/06/1928,29,6,1928
30/06/1928,30,6,1928
01/07/1928,1,7,1928
02/07/1928,2,7,1928
03/07/1928,3,7,1928
04/07/1928,4,7,1928
05/07/1928,5,7,1928
06/07/1928,6,7,1928
07/07/1928,7,7,1928
08/07/1928,8,7,1928
09/07/1928,9,7,1928
10/07/1928,10,7,1928
11/07/1928,11,7,1928
12/07/1928,12,7,1928
13/07/1928,13,7,1928
14/07/1928,14,7,1928
15/07/1928,15,7,1928
16/07/1928,16,7,1928
17/07/1928,17,7,1928
18/07/1928,18,7,1928
19/07/1928,19,7,1928
20/07/1928,20,7,1928
21/07/1928,21,7,1928
22/07/1928,22,7,1928
23/07/1928,23,7,1928
24/07/1928,24,7,1928
25/07/1928,25,7,1928
26/07/1928,26,7,1928
27/07/1928,27,7,1928
28/07/1928,28,7,1928
29/07/1928,29,7,1928
30/07/1928,30,7,1928
31/07/1928,31,7,1928
01/08/1928,1,8,1928
02/08/1928,2,8,1928
03/08/1928,3,8,1928
04/08/1928,4,8,1928
05/08/1928,5,8,1928
06/08/1928,6,8,1928
07/08/1928,7,8,1928
08/08/1928,8,8,1928
09/08/1928,9,8,1928
10/08/1928,10,8,1928
11/08/1928,11,8,1928
12/08/1928,12,8,1928
13/08/1928,13,8,1928
14/08/1928,14,8,1928
15/08/1928,15,8,1928
16/08/1928,16,8,1928
17/08/1928,17,8,1928
18/08/1928,18,8,1928
19/08/1928,19,8,1928
20/08/1928,20,8,1928
21/08/1928,21,8,1928
22/08/1928,22,8,1928
23/08/1928,23,8,1928
24/08/1928,24,8,1928
25/08/1928,25,8,1928
26/08/1928,26,8,1928
27/08/1928,27,8,1928
28/08/1928,28,8,1928
29/08/1928,29,8,1928
30/08/1928,30,8,1928
31/08/1928,31,8,1928
01/09/1928,1,9,1928
02/09/1928,2,9,1928
03/09/1928,3,9,1928
04/09/1928,4,9,1928
05/09/1928,5,9,1928
06/09/1928,6,9,1928
07/09/1928,7,9,1928
08/09/1928,8,9,1928
09/09/1928,9,9,1928
10/09/1928,10,9,1928
11/09/1928,11,9,1928
12/09/1928,12,9,1928
13/09/1928,13,9,1928
14/09/1928,14,9,1928
15/09/1928,15,9,1928
16/09/1928,16,9,1928
17/09/1928,17,9,1928
18/09/1928,18,9,1928
19/09/1928,19,9,1928
20/09/1928,20,9,1928
21/09/1928,21,9,1928
22/09/1928,22,9,1928
23/09/1928,23,9,1928
24/09/1928,24,9,1928
25/09/1928,25,9,1928
26/09/1928,26,9,1928
27/09/1928,27,9,1928
28/09/1928,28,9,1928
29/09/1928,29,9,1928
30/09/1928,30,9,1928
01/10/1928,1,10,1928
02/10/1928,2,10,1928
03/10/1928,3,10,1928
04/10/1928,4,10,1928
05/10/1928,5,10,1928
06/10/1928,6,10,1928
07/10/1928,7,10,1928
08/10/1928,8,10,1928
09/10/1928,9,10,1928
10/10/1928,10,10,1928
11/10/1928,11,10,1928
12/10/1928,12,10,1928
13/10/1928,13,10,1928
14/10/1928,14,10,1928
15/10/1928,15,10,1928
16/10/1928,16,10,1928
17/10/1928,17,10,1928
18/10/1928,18,10,1928
19/10/1928,19,10,1928
20/10/1928,20,10,1928
21/10/1928,21,10,1928
22/10/1928,22,10,1928
23/10/1928,23,10,1928
24/10/1928,24,10,1928
25/10/1928,25,10,1928
26/10/1928,26,10,1928
27/10/1928,27,10,1928
28/10/1928,28,10,1928
29/10/1928,29,10,1928
30/10/1928,30,10,1928
31/10/1928,31,10,1928
01/11/1928,1,11,1928
02/11/1928,2,11,1928
03/11/1928,3,11,1928
04/11/1928,4,11,1928
05/11/1928,5,11,1928
06/11/1928,6,11,1928
07/11/1928,7,11,1928
08/11/1928,8,11,1928
09/11/1928,9,11,1928
10/11/1928,10,11,1928
11/11/1928,11,11,1928
12/11/1928,12,11,1928
13/11/1928,13,11,1928
14/11/1928,14,11,1928
15/11/1928,15,11,1928
16/11/1928,16,11,1928
17/11/1928,17,11,1928
18/11/1928,18,11,1928
19/11/1928,19,11,1928
20/11/1928,20,11,1928
21/11/1928,21,11,1928
22/11/1928,22,11,1928
23/11/1928,23,11,1928
24/11/1928,24,11,1928
25/11/1928,25,11,1928
26/11/1928,26,11,1928
27/11/1928,27,11,1928
28/11/1928,28,11,1928
29/11/1928,29,11,1928
30/11/1928,30,11,1928
01/12/1928,1,12,1928
02/12/1928,2,12,1928
03/12/1928,3,12,1928
04/12/1928,4,12,1928
05/12/1928,5,12,1928
06/12/1928,6,12,1928
07/12/1928,7,12,1928
08/12/1928,8,12,1928
09/12/1928,9,12,1928
10/12/1928,10,12,1928
11/12/1928,11,12,1928
12/12/1928,12,12,1928
13/12/1928,13,12,1928
14/12/1928,14,12,1928
15/12/1928,15,12,1928
16/12/1928,16,12,1928
17/12/1928,17,12,1928
18/12/1928,18,12,1928
19/12/1928,19,12,1928
20/12/1928,20,12,1928
21/12/1928,21,12,1928
22/12/1928,22,12,1928
23/12/1928,23,12,1928
24/12/1928,24,12,1928
25/12/1928,25,12,1928
26/12/1928,26,12,1928
27/12/1928,27,12,1928
28/12/1928,28,12,1928
29/12/1928,29,12,1928
30/12/1928,30,12,1928
31/12/1928,31,12,1928
01/01/1929,1,1,1929
02/01/1929,2,1,1929
03/01/1929,3,1,1929
04/01/1929,4,1,1929
05/01/1929,5,1,1929
06/01/1929,6,1,1929
07/01/1929,7,1,1929
08/01/1929,8,1,1929
09/01/1929,9,1,1929
10/01/1929,10,1,1929
11/01/1929,11,1,1929
12/01/1929,12,1,1929
13/01/1929,13,1,1929
14/01/1929,14,1,1929
15/01/1929,15,1,1929
16/01/1929,16,1,1929
17/01/1929,17,1,1929
18/01/1929,18,1,1929
19/01/1929,19,1,1929
20/01/1929,20,1,1929
21/01/1929,21,1,1929
22/01/1929,22,1,1929
23/01/1929,23,1,1929
24/01/1929,24,1,1929
25/01/1929,25,1,1929
26/01/1929,26,1,1929
27/01/1929,27,1,1929
28/01/1929,28,1,1929
29/01/1929,29,1,1929
30/01/1929,30,1,1929
31/01/1929,31,1,1929
01/02/1929,1,2,1929
02/02/1929,2,2,1929
03/02/1929,3,2,1929
04/02/1929,4,2,1929
05/02/1929,5,2,1929
06/02/1929,6,2,1929
07/02/1929,7,2,1929
08/02/1929,8,2,1929
09/02/1929,9,2,1929
10/02/1929,10,2,1929
11/02/1929,11,2,1929
12/02/1929,12,2,1929
13/02/1929,13,2,1929
14/02/1929,14,2,1929
15/02/1929,15,2,1929
16/02/1929,16,2,1929
17/02/1929,17,2,1929
18/02/1929,18,2,1929
19/02/1929,19,2,1929
20/02/1929,20,2,1929
21/02/1929,21,2,1929
22/02/1929,22,2,1929
23/02/1929,23,2,1929
24/02/1929,24,2,1929
25/02/1929,25,2,1929
26/02/1929,26,2,1929
27/02/1929,27,2,1929
28/02/1929,28,2,1929
01/03/1929,1,3,1929
02/03/1929,2,3,1929
03/03/1929,3,3,1929
04/03/1929,4,3,1929
05/03/1929,5,3,1929
06/03/1929,6,3,1929
07/03/1929,7,3,1929
08/03/1929,8,3,1929
09/03/1929,9,3,1929
10/03/1929,10,3,1929
11/03/1929,11,3,1929
12/03/1929,12,3,1929
13/03/1929,13,3,1929
14/03/1929,14,3,1929
15/03/1929,15,3,1929
16/03/1929,16,3,1929
17/03/1929,17,3,1929
18/03/1929,18,3,1929
19/03/1929,19,3,1929
20/03/1929,20,3,1929
21/03/1929,21,3,1929
22/03/1929,22,3,1929
23/03/1929,23,3,1929
24/03/1929,24,3,1929
25/03/1929,25,3,1929
26/03/1929,26,3,1929
27/03/1929,27,3,1929
28/03/1929,28,3,1929
29/03/1929,29,3,1929
30/03/1929,30,3,1929
31/03/1929,31,3,1929
01/04/1929,1,4,1929
02/04/1929,2,4,1929
03/04/1929,3,4,1929
04/04/1929,4,4,1929
05/04/1929,5,4,1929
06/04/1929,6,4,1929
07/04/1929,7,4,1929
08/04/1929,8,4,1929
09/04/1929,9,4,1929
10/04/1929,10,4,1929
11/04/1929,11,4,1929
12/04/1929,12,4,1929
13/04/1929,13,4,1929
14/04/1929,14,4,1929
15/04/1929,15,4,1929
16/04/1929,16,4,1929
17/04/1929,17,4,1929
18/04/1929,18,4,1929
19/04/1929,19,4,1929
20/04/1929,20,4,1929
21/04/1929,21,4,1929
22/04/1929,22,4,1929
23/04/1929,23,4,1929
24/04/1929,24,4,1929
25/04/1929,25,4,1929
26/04/1929,26,4,1929
27/04/1929,27,4,1929
28/04/1929,28,4,1929
29/04/1929,29,4,1929
30/04/1929,30,4,1929
01/05/1929,1,5,1929
02/05/1929,2,5,1929
03/05/1929,3,5,1929
04/05/1929,4,5,1929
05/05/1929,5,5,1929
06/05/1929,6,5,1929
07/05/1929,7,5,1929
08/05/1929,8,5,1929
09/05/1929,9,5,1929
10/05/1929,10,5,1929
11/05/1929,11,5,1929
12/05/1929,12,5,1929
13/05/1929,13,5,1929
14/05/1929,14,5,1929
15/05/1929,15,5,1929
16/05/1929,16,5,1929
17/05/1929,17,5,1929
18/05/1929,18,5,1929
19/05/1929,19,5,1929
20/05/1929,20,5,1929
21/05/1929,21,5,1929
22/05/1929,22,5,1929
23/05/1929,23,5,1929
24/05/1929,24,5,1929
25/05/1929,25,5,1929
26/05/1929,26,5,1929
27/05/1929,27,5,1929
28/05/1929,28,5,1929
29/05/1929,29,5,1929
30/05/1929,30,5,1929
31/05/1929,31,5,1929
01/06/1929,1,6,1929
02/06/1929,2,6,1929
03/06/1929,3,6,1929
04/06/1929,4,6,1929
05/06/1929,5,6,1929
06/06/1929,6,6,1929
07/06/1929,7,6,1929
08/06/1929,8,6,1929
09/06/1929,9,6,1929
10/06/1929,10,6,1929
11/06/1929,11,6,1929
12/06/1929,12,6,1929
13/06/1929,13,6,1929
14/06/1929,14,6,1929
15/06/1929,15,6,1929
16/06/1929,16,6,1929
17/06/1929,17,6,1929
18/06/1929,18,6,1929
19/06/1929,19,6,1929
20/06/1929,20,6,1929
21/06/1929,21,6,1929
22/06/1929,22,6,1929
23/06/1929,23,6,1929
24/06/1929,24,6,1929
25/06/1929,25,6,1929
26/06/1929,26,6,1929
27/06/1929,27,6,1929
28/06/1929,28,6,1929
29/06/1929,29,6,1929
30/06/1929,30,6,1929
01/07/1929,1,7,1929
02/07/1929,2,7,1929
03/07/1929,3,7,1929
04/07/1929,4,7,1929
05/07/1929,5,7,1929
06/07/1929,6,7,1929
07/07/1929,7,7,1929
08/07/1929,8,7,1929
09/07/1929,9,7,1929
10/07/1929,10,7,1929
11/07/1929,11,7,1929
12/07/1929,12,7,1929
13/07/1929,13,7,1929
14/07/1929,14,7,1929
15/07/1929,15,7,1929
16/07/1929,16,7,1929
17/07/1929,17,7,1929
18/07/1929,18,7,1929
19/07/1929,19,7,1929
20/07/1929,20,7,1929
21/07/1929,21,7,1929
22/07/1929,22,7,1929
23/07/1929,23,7,1929
24/07/1929,24,7,1929
25/07/1929,25,7,1929
26/07/1929,26,7,1929
27/07/1929,27,7,1929
28/07/1929,28,7,1929
29/07/1929,29,7,1929
30/07/1929,30,7,1929
31/07/1929,31,7,1929
01/08/1929,1,8,1929
02/08/1929,2,8,1929
03/08/1929,3,8,1929
04/08/1929,4,8,1929
05/08/1929,5,8,1929
06/08/1929,6,8,1929
07/08/1929,7,8,1929
08/08/1929,8,8,1929
09/08/1929,9,8,1929
10/08/1929,10,8,1929
11/08/1929,11,8,1929
12/08/1929,12,8,1929
13/08/1929,13,8,1929
14/08/1929,14,8,1929
15/08/1929,15,8,1929
16/08/1929,16,8,1929
17/08/1929,17,8,1929
18/08/1929,18,8,1929
19/08/1929,19,8,1929
20/08/1929,20,8,1929
21/08/1929,21,8,1929
22/08/1929,22,8,1929
23/08/1929,23,8,1929
24/08/1929,24,8,1929
25/08/1929,25,8,1929
26/08/1929,26,8,1929
27/08/1929,27,8,1929
28/08/1929,28,8,1929
29/08/1929,29,8,1929
30/08/1929,30,8,1929
31/08/1929,31,8,1929
01/09/1929,1,9,1929
02/09/1929,2,9,1929
03/09/1929,3,9,1929
04/09/1929,4,9,1929
05/09/1929,5,9,1929
06/09/1929,6,9,1929
07/09/1929,7,9,1929
08/09/1929,8,9,1929
09/09/1929,9,9,1929
10/09/1929,10,9,1929
11/09/1929,11,9,1929
12/09/1929,12,9,1929
13/09/1929,13,9,1929
14/09/1929,14,9,1929
15/09/1929,15,9,1929
16/09/1929,16,9,1929
17/09/1929,17,9,1929
18/09/1929,18,9,1929
19/09/1929,19,9,1929
20/09/1929,20,9,1929
21/09/1929,21,9,1929
22/09/1929,22,9,1929
23/09/1929,23,9,1929
24/09/1929,24,9,1929
25/09/1929,25,9,1929
26/09/1929,26,9,1929
27/09/1929,27,9,1929
28/09/1929,28,9,1929
29/09/1929,29,9,1929
30/09/1929,30,9,1929
01/10/1929,1,10,1929
02/10/1929,2,10,1929
03/10/1929,3,10,1929
04/10/1929,4,10,1929
05/10/1929,5,10,1929
06/10/1929,6,10,1929
07/10/1929,7,10,1929
08/10/1929,8,10,1929
09/10/1929,9,10,1929
10/10/1929,10,10,1929
11/10/1929,11,10,1929
12/10/1929,12,10,1929
13/10/1929,13,10,1929
14/10/1929,14,10,1929
15/10/1929,15,10,1929
16/10/1929,16,10,1929
17/10/1929,17,10,1929
18/10/1929,18,10,1929
19/10/1929,19,10,1929
20/10/1929,20,10,1929
21/10/1929,21,10,1929
22/10/1929,22,10,1929
23/10/1929,23,10,1929
24/10/1929,24,10,1929
25/10/1929,25,10,1929
26/10/1929,26,10,1929
27/10/1929,27,10,1929
28/10/1929,28,10,1929
29/10/1929,29,10,1929
30/10/1929,30,10,1929
31/10/1929,31,10,1929
01/11/1929,1,11,1929
02/11/1929,2,11,1929
03/11/1929,3,11,1929
04/11/1929,4,11,1929
05/11/1929,5,11,1929
06/11/1929,6,11,1929
07/11/1929,7,11,1929
08/11/1929,8,11,1929
09/11/1929,9,11,1929
10/11/1929,10,11,1929
11/11/1929,11,11,1929
12/11/1929,12,11,1929
13/11/1929,13,11,1929
14/11/1929,14,11,1929
15/11/1929,15,11,1929
16/11/1929,16,11,1929
17/11/1929,17,11,1929
18/11/1929,18,11,1929
19/11/1929,19,11,1929
20/11/1929,20,11,1929
21/11/1929,21,11,1929
22/11/1929,22,11,1929
23/11/1929,23,11,1929
24/11/1929,24,11,1929
25/11/1929,25,11,1929
26/11/1929,26,11,1929
27/11/1929,27,11,1929
28/11/1929,28,11,1929
29/11/1929,29,11,1929
30/11/1929,30,11,1929
01/12/1929,1,12,1929
02/12/1929,2,12,1929
03/12/1929,3,12,1929
04/12/1929,4,12,1929
05/12/1929,5,12,1929
06/12/1929,6,12,1929
07/12/1929,7,12,1929
08/12/1929,8,12,1929
09/12/1929,9,12,1929
10/12/1929,10,12,1929
11/12/1929,11,12,1929
12/12/1929,12,12,1929
13/12/1929,13,12,1929
14/12/1929,14,12,1929
15/12/1929,15,12,1929
16/12/1929,16,12,1929
17/12/1929,17,12,1929
18/12/1929,18,12,1929
19/12/1929,19,12,1929
20/12/1929,20,12,1929
21/12/1929,21,12,1929
22/12/1929,22,12,1929
23/12/1929,23,12,1929
24/12/1929,24,12,1929
25/12/1929,25,12,1929
26/12/1929,26,12,1929
27/12/1929,27,12,1929
28/12/1929,28,12,1929
29/12/1929,29,12,1929
30/12/1929,30,12,1929
31/12/1929,31,12,1929
01/01/1930,1,1,1930
02/01/1930,2,1,1930
03/01/1930,3,1,1930
04/01/1930,4,1,1930
05/01/1930,5,1,1930
06/01/1930,6,1,1930
07/01/1930,7,1,1930
08/01/1930,8,1,1930
09/01/1930,9,1,1930
10/01/1930,10,1,1930
11/01/1930,11,1,1930
12/01/1930,12,1,1930
13/01/1930,13,1,1930
14/01/1930,14,1,1930
15/01/1930,15,1,1930
16/01/1930,16,1,1930
17/01/1930,17,1,1930
18/01/1930,18,1,1930
19/01/1930,19,1,1930
20/01/1930,20,1,1930
21/01/1930,21,1,1930
22/01/1930,22,1,1930
23/01/1930,23,1,1930
24/01/1930,24,1,1930
25/01/1930,25,1,1930
26/01/1930,26,1,1930
27/01/1930,27,1,1930
28/01/1930,28,1,1930
29/01/1930,29,1,1930
30/01/1930,30,1,1930
31/01/1930,31,1,1930
01/02/1930,1,2,1930
02/02/1930,2,2,1930
03/02/1930,3,2,1930
04/02/1930,4,2,1930
05/02/1930,5,2,1930
06/02/1930,6,2,1930
07/02/1930,7,2,1930
08/02/1930,8,2,1930
09/02/1930,9,2,1930
10/02/1930,10,2,1930
11/02/1930,11,2,1930
12/02/1930,12,2,1930
13/02/1930,13,2,1930
14/02/1930,14,2,1930
15/02/1930,15,2,1930
16/02/1930,16,2,1930
17/02/1930,17,2,1930
18/02/1930,18,2,1930
19/02/1930,19,2,1930
20/02/1930,20,2,1930
21/02/1930,21,2,1930
22/02/1930,22,2,1930
23/02/1930,23,2,1930
24/02/1930,24,2,1930
25/02/1930,25,2,1930
26/02/1930,26,2,1930
27/02/1930,27,2,1930
28/02/1930,28,2,1930
01/03/1930,1,3,1930
02/03/1930,2,3,1930
03/03/1930,3,3,1930
04/03/1930,4,3,1930
05/03/1930,5,3,1930
06/03/1930,6,3,1930
07/03/1930,7,3,1930
08/03/1930,8,3,1930
09/03/1930,9,3,1930
10/03/1930,10,3,1930
11/03/1930,11,3,1930
12/03/1930,12,3,1930
13/03/1930,13,3,1930
14/03/1930,14,3,1930
15/03/1930,15,3,1930
16/03/1930,16,3,1930
17/03/1930,17,3,1930
18/03/1930,18,3,1930
19/03/1930,19,3,1930
20/03/1930,20,3,1930
21/03/1930,21,3,1930
22/03/1930,22,3,1930
23/03/1930,23,3,1930
24/03/1930,24,3,1930
25/03/1930,25,3,1930
26/03/1930,26,3,1930
27/03/1930,27,3,1930
28/03/1930,28,3,1930
29/03/1930,29,3,1930
30/03/1930,30,3,1930
31/03/1930,31,3,1930
01/04/1930,1,4,1930
02/04/1930,2,4,1930
03/04/1930,3,4,1930
04/04/1930,4,4,1930
05/04/1930,5,4,1930
06/04/1930,6,4,1930
07/04/1930,7,4,1930
08/04/1930,8,4,1930
09/04/1930,9,4,1930
10/04/1930,10,4,1930
11/04/1930,11,4,1930
12/04/1930,12,4,1930
13/04/1930,13,4,1930
14/04/1930,14,4,1930
15/04/1930,15,4,1930
16/04/1930,16,4,1930
17/04/1930,17,4,1930
18/04/1930,18,4,1930
19/04/1930,19,4,1930
20/04/1930,20,4,1930
21/04/1930,21,4,1930
22/04/1930,22,4,1930
23/04/1930,23,4,1930
24/04/1930,24,4,1930
25/04/1930,25,4,1930
26/04/1930,26,4,1930
27/04/1930,27,4,1930
28/04/1930,28,4,1930
29/04/1930,29,4,1930
30/04/1930,30,4,1930
01/05/1930,1,5,1930
02/05/1930,2,5,1930
03/05/1930,3,5,1930
04/05/1930,4,5,1930
05/05/1930,5,5,1930
06/05/1930,6,5,1930
07/05/1930,7,5,1930
08/05/1930,8,5,1930
09/05/1930,9,5,1930
10/05/1930,10,5,1930
11/05/1930,11,5,1930
12/05/1930,12,5,1930
13/05/1930,13,5,1930
14/05/1930,14,5,1930
15/05/1930,15,5,1930
16/05/1930,16,5,1930
17/05/1930,17,5,1930
18/05/1930,18,5,1930
19/05/1930,19,5,1930
20/05/1930,20,5,1930
21/05/1930,21,5,1930
22/05/1930,22,5,1930
23/05/1930,23,5,1930
24/05/1930,24,5,1930
25/05/1930,25,5,1930
26/05/1930,26,5,1930
27/05/1930,27,5,1930
28/05/1930,28,5,1930
29/05/1930,29,5,1930
30/05/1930,30,5,1930
31/05/1930,31,5,1930
01/06/1930,1,6,1930
02/06/1930,2,6,1930
03/06/1930,3,6,1930
04/06/1930,4,6,1930
05/06/1930,5,6,1930
06/06/1930,6,6,1930
07/06/1930,7,6,1930
08/06/1930,8,6,1930
09/06/1930,9,6,1930
10/06/1930,10,6,1930
11/06/1930,11,6,1930
12/06/1930,12,6,1930
13/06/1930,13,6,1930
14/06/1930,14,6,1930
15/06/1930,15,6,1930
16/06/1930,16,6,1930
17/06/1930,17,6,1930
18/06/1930,18,6,1930
19/06/1930,19,6,1930
20/06/1930,20,6,1930
21/06/1930,21,6,1930
22/06/1930,22,6,1930
23/06/1930,23,6,1930
24/06/1930,24,6,1930
25/06/1930,25,6,1930
26/06/1930,26,6,1930
27/06/1930,27,6,1930
28/06/1930,28,6,1930
29/06/1930,29,6,1930
30/06/1930,30,6,1930
01/07/1930,1,7,1930
02/07/1930,2,7,1930
03/07/1930,3,7,1930
04/07/1930,4,7,1930
05/07/1930,5,7,1930
06/07/1930,6,7,1930
07/07/1930,7,7,1930
08/07/1930,8,7,1930
09/07/1930,9,7,1930
10/07/1930,10,7,1930
11/07/1930,11,7,1930
12/07/1930,12,7,1930
13/07/1930,13,7,1930
14/07/1930,14,7,1930
15/07/1930,15,7,1930
16/07/1930,16,7,1930
17/07/1930,17,7,1930
18/07/1930,18,7,1930
19/07/1930,19,7,1930
20/07/1930,20,7,1930
21/07/1930,21,7,1930
22/07/1930,22,7,1930
23/07/1930,23,7,1930
24/07/1930,24,7,1930
25/07/1930,25,7,1930
26/07/1930,26,7,1930
27/07/1930,27,7,1930
28/07/1930,28,7,1930
29/07/1930,29,7,1930
30/07/1930,30,7,1930
31/07/1930,31,7,1930
01/08/1930,1,8,1930
02/08/1930,2,8,1930
03/08/1930,3,8,1930
04/08/1930,4,8,1930
05/08/1930,5,8,1930
06/08/1930,6,8,1930
07/08/1930,7,8,1930
08/08/1930,8,8,1930
09/08/1930,9,8,1930
10/08/1930,10,8,1930
11/08/1930,11,8,1930
12/08/1930,12,8,1930
13/08/1930,13,8,1930
14/08/1930,14,8,1930
15/08/1930,15,8,1930
16/08/1930,16,8,1930
17/08/1930,17,8,1930
18/08/1930,18,8,1930
19/08/1930,19,8,1930
20/08/1930,20,8,1930
21/08/1930,21,8,1930
22/08/1930,22,8,1930
23/08/1930,23,8,1930
24/08/1930,24,8,1930
25/08/1930,25,8,1930
26/08/1930,26,8,1930
27/08/1930,27,8,1930
28/08/1930,28,8,1930
29/08/1930,29,8,1930
30/08/1930,30,8,1930
31/08/1930,31,8,1930
01/09/1930,1,9,1930
02/09/1930,2,9,1930
03/09/1930,3,9,1930
04/09/1930,4,9,1930
05/09/1930,5,9,1930
06/09/1930,6,9,1930
07/09/1930,7,9,1930
08/09/1930,8,9,1930
09/09/1930,9,9,1930
10/09/1930,10,9,1930
11/09/1930,11,9,1930
12/09/1930,12,9,1930
13/09/1930,13,9,1930
14/09/1930,14,9,1930
15/09/1930,15,9,1930
16/09/1930,16,9,1930
17/09/1930,17,9,1930
18/09/1930,18,9,1930
19/09/1930,19,9,1930
20/09/1930,20,9,1930
21/09/1930,21,9,1930
22/09/1930,22,9,1930
23/09/1930,23,9,1930
24/09/1930,24,9,1930
25/09/1930,25,9,1930
26/09/1930,26,9,1930
27/09/1930,27,9,1930
28/09/1930,28,9,1930
29/09/1930,29,9,1930
30/09/1930,30,9,1930
01/10/1930,1,10,1930
02/10/1930,2,10,1930
03/10/1930,3,10,1930
04/10/1930,4,10,1930
05/10/1930,5,10,1930
06/10/1930,6,10,1930
07/10/1930,7,10,1930
08/10/1930,8,10,1930
09/10/1930,9,10,1930
10/10/1930,10,10,1930
11/10/1930,11,10,1930
12/10/1930,12,10,1930
13/10/1930,13,10,1930
14/10/1930,14,10,1930
15/10/1930,15,10,1930
16/10/1930,16,10,1930
17/10/1930,17,10,1930
18/10/1930,18,10,1930
19/10/1930,19,10,1930
20/10/1930,20,10,1930
21/10/1930,21,10,1930
22/10/1930,22,10,1930
23/10/1930,23,10,1930
24/10/1930,24,10,1930
25/10/1930,25,10,1930
26/10/1930,26,10,1930
27/10/1930,27,10,1930
28/10/1930,28,10,1930
29/10/1930,29,10,1930
30/10/1930,30,10,1930
31/10/1930,31,10,1930
01/11/1930,1,11,1930
02/11/1930,2,11,1930
03/11/1930,3,11,1930
04/11/1930,4,11,1930
05/11/1930,5,11,1930
06/11/1930,6,11,1930
07/11/1930,7,11,1930
08/11/1930,8,11,1930
09/11/1930,9,11,1930
10/11/1930,10,11,1930
11/11/1930,11,11,1930
12/11/1930,12,11,1930
13/11/1930,13,11,1930
14/11/1930,14,11,1930
15/11/1930,15,11,1930
16/11/1930,16,11,1930
17/11/1930,17,11,1930
18/11/1930,18,11,1930
19/11/1930,19,11,1930
20/11/1930,20,11,1930
21/11/1930,21,11,1930
22/11/1930,22,11,1930
23/11/1930,23,11,1930
24/11/1930,24,11,1930
25/11/1930,25,11,1930
26/11/1930,26,11,1930
27/11/1930,27,11,1930
28/11/1930,28,11,1930
29/11/1930,29,11,1930
30/11/1930,30,11,1930
01/12/1930,1,12,1930
02/12/1930,2,12,1930
03/12/1930,3,12,1930
04/12/1930,4,12,1930
05/12/1930,5,12,1930
06/12/1930,6,12,1930
07/12/1930,7,12,1930
08/12/1930,8,12,1930
09/12/1930,9,12,1930
10/12/1930,10,12,1930
11/12/1930,11,12,1930
12/12/1930,12,12,1930
13/12/1930,13,12,1930
14/12/1930,14,12,1930
15/12/1930,15,12,1930
16/12/1930,16,12,1930
17/12/1930,17,12,1930
18/12/1930,18,12,1930
19/12/1930,19,12,1930
20/12/1930,20,12,1930
21/12/1930,21,12,1930
